,capital,expectativa_vida,razao_dependencia,taxa_envelhecimento,indice_gini,prop_pobreza_extrema,taxa_agua_encanada,taxa_agua_esgoto_inadequados,idhm,ideb,precipitacao_mm_1t,precipitacao_mm_2t,passe_livre_inicio,passe_livre,passe_livre_1t,passe_livre_2t,eleicao_gov_2t,pib,va_agropecuaria,va_industria,va_servicos,va_adespss,abstencao_1t_pct,abstencao_2t_pct,densidade_populacional,automovel_pc,moto_pc,onibus_pc,populacao_rural_pc,populacao_urbana_pc
0,0,74.82,44.64,5.73,0.42,1.97,93.06,0.46,0.708,5.1000000000000005,2.4,0.0,,0.0,1.0,1.0,0,202315970,5536665,37221827,88875736,47064639,0.24212936462507156,0.2306811677160847,61.196872144366864,0.3126638550096888,0.15239940727231277,0.0036475549982902086,0.26105293775450844,0.7389470622454916
1,0,75.46,44.72,7.13,0.43,2.0,94.5,3.82,0.689,5.35,0.2,0.0,,0.0,0.0,0.0,0,346767534,56244012,24158340,147908390,90653096,0.1980426553411504,0.1889945526728834,19.18711795932239,0.16839636762798124,0.06651032831054784,0.002045704021554735,0.3159865456622454,0.6840134543377546
2,0,74.29,45.2,6.22,0.53,3.51,97.25,8.6,0.686,5.5,0.0,0.4,,0.0,0.0,0.0,0,664899198,224045175,48644378,231746638,110804386,0.22072961938627683,0.19926247859870932,14.275483774609988,0.261870696593043,0.11284986139676294,0.006348922471608692,0.1273731446323783,0.8726268553676216
3,0,75.17,44.6,9.93,0.43,0.73,99.41,1.01,0.702,4.55,0.8,0.0,,0.0,0.0,0.0,0,37217438,7155031,2357603,9891791,16163385,0.2017167381974249,0.21030042918454936,21.805260649131167,0.26192368839427665,0.14069952305246422,0.003179650238473768,0.10900282599919257,0.8909971740008075
4,0,74.01,49.18,6.23,0.6,9.8,79.92,13.05,0.671,4.666666666666667,0.0,0.0,,0.0,0.0,0.0,0,264450306,161906188,14212397,46036986,29775839,0.24616713452817965,0.23558626646512631,2.8340076970364234,0.11490845684394072,0.04289450741063644,0.004533565823888404,0.5801571709233792,0.41984282907662085
5,0,74.24,44.2,10.58,0.46,2.35,97.55,1.05,0.722,5.95,0.0,0.0,,0.0,0.0,0.0,0,45464768,13924711,2091714,11492338,15860550,0.20234986945169714,0.22497824194952132,4.031941695943648,0.28054054054054056,0.0918918918918919,0.0016216216216216215,0.2916045702930949,0.7083954297069052
6,0,75.85,51.92,2.31,0.43,3.17,96.79,3.18,0.686,4.566666666666666,6.199999999999999,0.0,,0.0,0.0,0.0,0,2029236866,4083776,154914779,893485892,818993011,0.1936413220828866,0.1820334716330241,1107.5139325502953,0.0798625494257202,0.03219261909244963,0.003455093202786669,0.0015058540074539774,0.998494145992546
7,0,75.48,51.52,7.11,0.46,5.14,97.64,1.52,0.682,5.033333333333333,0.8,0.0,,0.0,0.0,0.0,0,948217254,79728261,171950605,421720098,134352022,0.20096972095784682,0.19171779141104295,32.65295037289993,0.2831880808592196,0.0914186525874227,0.0023867211514121433,0.1737633324934912,0.8262366675065088
8,0,75.02,47.66,13.6,0.44,1.78,97.88,0.78,0.697,6.9,0.0,0.0,,0.0,0.0,0.0,0,44740183,11029588,2482573,14882719,14001096,0.18375241779497098,0.19148936170212766,19.540815327051543,0.2837092731829574,0.18395989974937343,0.0030075187969924814,0.13749390541199416,0.8625060945880059
9,0,75.48,42.93,5.08,0.49,1.38,99.31,0.41,0.719,5.466666666666666,0.0,0.0,,0.0,0.0,0.0,0,944753510,10669381,589587629,184281181,68911459,0.2597318688418672,0.2783072201582943,12.81923164555444,0.20159027128157156,0.09978172747115685,0.010601808543810414,0.1425083240843507,0.8574916759156492
10,0,74.16,51.11,5.32,0.65,5.27,87.01,6.92,0.713,4.433333333333334,0.0,30.0,,0.0,0.0,0.0,0,218383240,56790336,13587177,97666192,36225630,0.2359582678290696,0.24010290124339004,2.937959875113584,0.18008919202518364,0.08197796432318992,0.0026232948583420775,0.2419753086419753,0.7580246913580246
