aa_eleicao;nm_pais;nm_regiao;sg_uf;nm_municipio;ds_grau_escolaridade;qt_eleitor_apto;qt_eleitor_comp;qt_eleitor_abstencao
2022;Brasil;NORTE;AC;BRASILÉIA;SUPERIOR INCOMPLETO;943;769;174
2022;Brasil;NORTE;AC;BUJARI;ANALFABETO;994;535;459
2022;Brasil;NORTE;AC;BUJARI;ENSINO FUNDAMENTAL COMPLETO;652;515;137
2022;Brasil;NORTE;AC;BUJARI;ENSINO FUNDAMENTAL INCOMPLETO;2764;2070;694
2022;Brasil;NORTE;AC;BUJARI;ENSINO MÉDIO COMPLETO;1504;1273;231
2022;Brasil;NORTE;AC;BUJARI;ENSINO MÉDIO INCOMPLETO;1889;1471;418
2022;Brasil;NORTE;AC;BUJARI;LÊ E ESCREVE;1436;1043;393
2022;Brasil;NORTE;AC;BUJARI;SUPERIOR COMPLETO;370;336;34
2022;Brasil;NORTE;AC;BUJARI;SUPERIOR INCOMPLETO;332;282;50
2022;Brasil;NORTE;AC;CAPIXABA;ANALFABETO;746;478;268
2022;Brasil;NORTE;AC;CAPIXABA;ENSINO FUNDAMENTAL COMPLETO;385;317;68
2022;Brasil;NORTE;AC;CAPIXABA;ENSINO FUNDAMENTAL INCOMPLETO;2198;1699;499
2022;Brasil;NORTE;AC;CAPIXABA;ENSINO MÉDIO COMPLETO;1271;1065;206
2022;Brasil;NORTE;AC;CAPIXABA;ENSINO MÉDIO INCOMPLETO;1401;1089;312
2022;Brasil;NORTE;AC;CAPIXABA;LÊ E ESCREVE;1171;922;249
2022;Brasil;NORTE;AC;CAPIXABA;SUPERIOR COMPLETO;396;360;36
2022;Brasil;NORTE;AC;CAPIXABA;SUPERIOR INCOMPLETO;275;242;33
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;ANALFABETO;5453;3154;2299
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;ENSINO FUNDAMENTAL COMPLETO;3101;2439;662
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;ENSINO FUNDAMENTAL INCOMPLETO;11333;8812;2521
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;ENSINO MÉDIO COMPLETO;15230;12856;2374
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;ENSINO MÉDIO INCOMPLETO;10733;8445;2288
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;LÊ E ESCREVE;4716;3545;1171
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;SUPERIOR COMPLETO;5901;5191;710
2022;Brasil;NORTE;AC;CRUZEIRO DO SUL;SUPERIOR INCOMPLETO;3038;2510;528
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;ANALFABETO;749;422;327
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;ENSINO FUNDAMENTAL COMPLETO;662;524;138
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;ENSINO FUNDAMENTAL INCOMPLETO;2811;2270;541
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;ENSINO MÉDIO COMPLETO;2771;2396;375
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;ENSINO MÉDIO INCOMPLETO;1932;1497;435
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;LÊ E ESCREVE;1705;1271;434
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;SUPERIOR COMPLETO;1182;1001;181
2022;Brasil;NORTE;AC;EPITACIOLÂNDIA;SUPERIOR INCOMPLETO;719;571;148
2022;Brasil;NORTE;AC;FEIJÓ;ANALFABETO;4801;2074;2727
2022;Brasil;NORTE;AC;FEIJÓ;ENSINO FUNDAMENTAL COMPLETO;616;466;150
2022;Brasil;NORTE;AC;FEIJÓ;ENSINO FUNDAMENTAL INCOMPLETO;5503;4019;1484
2022;Brasil;NORTE;AC;FEIJÓ;ENSINO MÉDIO COMPLETO;3574;2976;598
2022;Brasil;NORTE;AC;FEIJÓ;ENSINO MÉDIO INCOMPLETO;3677;2754;923
2022;Brasil;NORTE;AC;FEIJÓ;LÊ E ESCREVE;2844;2056;788
2022;Brasil;NORTE;AC;FEIJÓ;SUPERIOR COMPLETO;1248;1115;133
2022;Brasil;NORTE;AC;FEIJÓ;SUPERIOR INCOMPLETO;526;431;95
2022;Brasil;NORTE;AC;JORDÃO;ANALFABETO;1041;503;538
2022;Brasil;NORTE;AC;JORDÃO;ENSINO FUNDAMENTAL COMPLETO;316;259;57
2022;Brasil;NORTE;AC;JORDÃO;ENSINO FUNDAMENTAL INCOMPLETO;1397;1105;292
2022;Brasil;NORTE;AC;JORDÃO;ENSINO MÉDIO COMPLETO;885;742;143
2022;Brasil;NORTE;AC;JORDÃO;ENSINO MÉDIO INCOMPLETO;863;667;196
2022;Brasil;NORTE;AC;JORDÃO;LÊ E ESCREVE;820;636;184
2022;Brasil;NORTE;AC;JORDÃO;SUPERIOR COMPLETO;202;176;26
2022;Brasil;NORTE;AC;JORDÃO;SUPERIOR INCOMPLETO;70;57;13
2022;Brasil;NORTE;AC;MANOEL URBANO;ANALFABETO;1235;575;660
2022;Brasil;NORTE;AC;MANOEL URBANO;ENSINO FUNDAMENTAL COMPLETO;274;209;65
2022;Brasil;NORTE;AC;MANOEL URBANO;ENSINO FUNDAMENTAL INCOMPLETO;1973;1487;486
2022;Brasil;NORTE;AC;MANOEL URBANO;ENSINO MÉDIO COMPLETO;1273;1094;179
2022;Brasil;NORTE;AC;MANOEL URBANO;ENSINO MÉDIO INCOMPLETO;1151;912;239
2022;Brasil;NORTE;AC;MANOEL URBANO;LÊ E ESCREVE;1343;1020;323
2022;Brasil;NORTE;AC;MANOEL URBANO;SUPERIOR COMPLETO;413;377;36
2022;Brasil;NORTE;AC;MANOEL URBANO;SUPERIOR INCOMPLETO;117;91;26
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;ANALFABETO;2259;1242;1017
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;ENSINO FUNDAMENTAL COMPLETO;370;285;85
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;ENSINO FUNDAMENTAL INCOMPLETO;2951;2233;718
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;ENSINO MÉDIO COMPLETO;1671;1376;295
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;ENSINO MÉDIO INCOMPLETO;2164;1560;604
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;LÊ E ESCREVE;1300;1037;263
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;SUPERIOR COMPLETO;473;403;70
2022;Brasil;NORTE;AC;MARECHAL THAUMATURGO;SUPERIOR INCOMPLETO;149;121;28
2022;Brasil;NORTE;AC;MÂNCIO LIMA;ANALFABETO;1537;726;811
2022;Brasil;NORTE;AC;MÂNCIO LIMA;ENSINO FUNDAMENTAL COMPLETO;362;306;56
2022;Brasil;NORTE;AC;MÂNCIO LIMA;ENSINO FUNDAMENTAL INCOMPLETO;3094;2383;711
2022;Brasil;NORTE;AC;MÂNCIO LIMA;ENSINO MÉDIO COMPLETO;3088;2654;434
2022;Brasil;NORTE;AC;MÂNCIO LIMA;ENSINO MÉDIO INCOMPLETO;2613;2014;599
2022;Brasil;NORTE;AC;MÂNCIO LIMA;LÊ E ESCREVE;1698;1238;460
2022;Brasil;NORTE;AC;MÂNCIO LIMA;SUPERIOR COMPLETO;970;902;68
2022;Brasil;NORTE;AC;MÂNCIO LIMA;SUPERIOR INCOMPLETO;424;357;67
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;ANALFABETO;1071;675;396
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;ENSINO FUNDAMENTAL COMPLETO;554;467;87
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;ENSINO FUNDAMENTAL INCOMPLETO;2474;1882;592
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;ENSINO MÉDIO COMPLETO;2542;2134;408
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;ENSINO MÉDIO INCOMPLETO;2109;1652;457
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;LÊ E ESCREVE;2159;1717;442
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;SUPERIOR COMPLETO;836;729;107
2022;Brasil;NORTE;AC;PLÁCIDO DE CASTRO;SUPERIOR INCOMPLETO;541;438;103
2022;Brasil;NORTE;AC;PORTO ACRE;ANALFABETO;1214;738;476
2022;Brasil;NORTE;AC;PORTO ACRE;ENSINO FUNDAMENTAL COMPLETO;856;682;174
2022;Brasil;NORTE;AC;PORTO ACRE;ENSINO FUNDAMENTAL INCOMPLETO;3306;2649;657
2022;Brasil;NORTE;AC;PORTO ACRE;ENSINO MÉDIO COMPLETO;2406;2077;329
2022;Brasil;NORTE;AC;PORTO ACRE;ENSINO MÉDIO INCOMPLETO;2218;1782;436
2022;Brasil;NORTE;AC;PORTO ACRE;LÊ E ESCREVE;2074;1640;434
2022;Brasil;NORTE;AC;PORTO ACRE;SUPERIOR COMPLETO;723;669;54
2022;Brasil;NORTE;AC;PORTO ACRE;SUPERIOR INCOMPLETO;398;355;43
2022;Brasil;NORTE;AC;PORTO WALTER;ANALFABETO;1193;771;422
2022;Brasil;NORTE;AC;PORTO WALTER;ENSINO FUNDAMENTAL COMPLETO;363;306;57
2022;Brasil;NORTE;AC;PORTO WALTER;ENSINO FUNDAMENTAL INCOMPLETO;2111;1674;437
2022;Brasil;NORTE;AC;PORTO WALTER;ENSINO MÉDIO COMPLETO;999;868;131
2022;Brasil;NORTE;AC;PORTO WALTER;ENSINO MÉDIO INCOMPLETO;1331;1003;328
2022;Brasil;NORTE;AC;PORTO WALTER;LÊ E ESCREVE;790;634;156
2022;Brasil;NORTE;AC;PORTO WALTER;SUPERIOR COMPLETO;315;289;26
2022;Brasil;NORTE;AC;PORTO WALTER;SUPERIOR INCOMPLETO;112;92;20
2022;Brasil;NORTE;AC;RIO BRANCO;ANALFABETO;9541;4752;4789
2022;Brasil;NORTE;AC;RIO BRANCO;ENSINO FUNDAMENTAL COMPLETO;14808;11506;3302
2022;Brasil;NORTE;AC;RIO BRANCO;ENSINO FUNDAMENTAL INCOMPLETO;44517;33770;10747
2022;Brasil;NORTE;AC;RIO BRANCO;ENSINO MÉDIO COMPLETO;76943;63942;13001
2022;Brasil;NORTE;AC;RIO BRANCO;ENSINO MÉDIO INCOMPLETO;47818;37080;10738
2022;Brasil;NORTE;AC;RIO BRANCO;LÊ E ESCREVE;14780;10164;4616
2022;Brasil;NORTE;AC;RIO BRANCO;SUPERIOR COMPLETO;34139;29700;4439
2022;Brasil;NORTE;AC;RIO BRANCO;SUPERIOR INCOMPLETO;24337;19998;4339
2022;Brasil;NORTE;AC;RODRIGUES ALVES;ANALFABETO;1640;870;770
2022;Brasil;NORTE;AC;RODRIGUES ALVES;ENSINO FUNDAMENTAL COMPLETO;489;386;103
2022;Brasil;NORTE;AC;RODRIGUES ALVES;ENSINO FUNDAMENTAL INCOMPLETO;2284;1755;529
2022;Brasil;NORTE;AC;RODRIGUES ALVES;ENSINO MÉDIO COMPLETO;2399;2043;356
2022;Brasil;NORTE;AC;RODRIGUES ALVES;ENSINO MÉDIO INCOMPLETO;2399;1869;530
2022;Brasil;NORTE;AC;RODRIGUES ALVES;LÊ E ESCREVE;1399;1112;287
2022;Brasil;NORTE;AC;RODRIGUES ALVES;SUPERIOR COMPLETO;693;640;53
2022;Brasil;NORTE;AC;RODRIGUES ALVES;SUPERIOR INCOMPLETO;481;412;69
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;ANALFABETO;804;371;433
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;ENSINO FUNDAMENTAL COMPLETO;105;70;35
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;ENSINO FUNDAMENTAL INCOMPLETO;861;624;237
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;ENSINO MÉDIO COMPLETO;467;378;89
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;ENSINO MÉDIO INCOMPLETO;563;424;139
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;LÊ E ESCREVE;771;575;196
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;SUPERIOR COMPLETO;127;107;20
2022;Brasil;NORTE;AC;SANTA ROSA DO PURUS;SUPERIOR INCOMPLETO;73;63;10
2022;Brasil;NORTE;AC;SENA MADUREIRA;ANALFABETO;4201;1673;2528
2022;Brasil;NORTE;AC;SENA MADUREIRA;ENSINO FUNDAMENTAL COMPLETO;1649;1273;376
2022;Brasil;NORTE;AC;SENA MADUREIRA;ENSINO FUNDAMENTAL INCOMPLETO;6503;4910;1593
2022;Brasil;NORTE;AC;SENA MADUREIRA;ENSINO MÉDIO COMPLETO;5461;4819;642
2022;Brasil;NORTE;AC;SENA MADUREIRA;ENSINO MÉDIO INCOMPLETO;4462;3575;887
2022;Brasil;NORTE;AC;SENA MADUREIRA;LÊ E ESCREVE;5499;3908;1591
2022;Brasil;NORTE;AC;SENA MADUREIRA;SUPERIOR COMPLETO;1739;1597;142
2022;Brasil;NORTE;AC;SENA MADUREIRA;SUPERIOR INCOMPLETO;855;755;100
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;ANALFABETO;1108;639;469
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;ENSINO FUNDAMENTAL COMPLETO;990;788;202
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;ENSINO FUNDAMENTAL INCOMPLETO;4441;3505;936
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;ENSINO MÉDIO COMPLETO;3635;3059;576
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;ENSINO MÉDIO INCOMPLETO;3387;2673;714
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;LÊ E ESCREVE;1805;1388;417
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;SUPERIOR COMPLETO;1436;1316;120
2022;Brasil;NORTE;AC;SENADOR GUIOMARD;SUPERIOR INCOMPLETO;1049;878;171
2022;Brasil;NORTE;AC;TARAUACÁ;ANALFABETO;6076;2734;3342
2022;Brasil;NORTE;AC;TARAUACÁ;ENSINO FUNDAMENTAL COMPLETO;804;599;205
2022;Brasil;NORTE;AC;TARAUACÁ;ENSINO FUNDAMENTAL INCOMPLETO;5912;4210;1702
2022;Brasil;NORTE;AC;TARAUACÁ;ENSINO MÉDIO COMPLETO;4521;3842;679
2022;Brasil;NORTE;AC;TARAUACÁ;ENSINO MÉDIO INCOMPLETO;4264;3201;1063
2022;Brasil;NORTE;AC;TARAUACÁ;LÊ E ESCREVE;3927;2856;1071
2022;Brasil;NORTE;AC;TARAUACÁ;SUPERIOR COMPLETO;1499;1366;133
2022;Brasil;NORTE;AC;TARAUACÁ;SUPERIOR INCOMPLETO;698;579;119
2022;Brasil;NORTE;AC;XAPURI;ANALFABETO;1140;626;514
2022;Brasil;NORTE;AC;XAPURI;ENSINO FUNDAMENTAL COMPLETO;559;448;111
2022;Brasil;NORTE;AC;XAPURI;ENSINO FUNDAMENTAL INCOMPLETO;2803;2263;540
2022;Brasil;NORTE;AC;XAPURI;ENSINO MÉDIO COMPLETO;1984;1745;239
2022;Brasil;NORTE;AC;XAPURI;ENSINO MÉDIO INCOMPLETO;2088;1738;350
2022;Brasil;NORTE;AC;XAPURI;LÊ E ESCREVE;2115;1630;485
2022;Brasil;NORTE;AC;XAPURI;SUPERIOR COMPLETO;870;769;101
2022;Brasil;NORTE;AC;XAPURI;SUPERIOR INCOMPLETO;568;491;77
2022;Brasil;NORDESTE;AL;ANADIA;ANALFABETO;2953;1536;1417
2022;Brasil;NORDESTE;AL;ANADIA;ENSINO FUNDAMENTAL COMPLETO;521;390;131
2022;Brasil;NORDESTE;AL;ANADIA;ENSINO FUNDAMENTAL INCOMPLETO;2814;2051;763
2022;Brasil;NORDESTE;AL;ANADIA;ENSINO MÉDIO COMPLETO;1926;1627;299
2022;Brasil;NORDESTE;AL;ANADIA;ENSINO MÉDIO INCOMPLETO;2112;1591;521
2022;Brasil;NORDESTE;AL;ANADIA;LÊ E ESCREVE;1606;1183;423
2022;Brasil;NORDESTE;AL;ANADIA;SUPERIOR COMPLETO;450;403;47
2022;Brasil;NORDESTE;AL;ANADIA;SUPERIOR INCOMPLETO;293;258;35
2022;Brasil;NORDESTE;AL;ARAPIRACA;ANALFABETO;9846;5044;4802
2022;Brasil;NORDESTE;AL;ARAPIRACA;ENSINO FUNDAMENTAL COMPLETO;9132;7623;1509
2022;Brasil;NORDESTE;AL;ARAPIRACA;ENSINO FUNDAMENTAL INCOMPLETO;38704;30789;7915
2022;Brasil;NORDESTE;AL;ARAPIRACA;ENSINO MÉDIO COMPLETO;31389;27703;3686
2022;Brasil;NORDESTE;AL;ARAPIRACA;ENSINO MÉDIO INCOMPLETO;26908;22898;4010
2022;Brasil;NORDESTE;AL;ARAPIRACA;LÊ E ESCREVE;18791;13684;5107
2022;Brasil;NORDESTE;AL;ARAPIRACA;SUPERIOR COMPLETO;8658;7815;843
2022;Brasil;NORDESTE;AL;ARAPIRACA;SUPERIOR INCOMPLETO;7199;6323;876
2022;Brasil;NORDESTE;AL;ATALAIA;ANALFABETO;7494;4606;2888
2022;Brasil;NORDESTE;AL;ATALAIA;ENSINO FUNDAMENTAL COMPLETO;1323;1058;265
2022;Brasil;NORDESTE;AL;ATALAIA;ENSINO FUNDAMENTAL INCOMPLETO;7756;5771;1985
2022;Brasil;NORDESTE;AL;ATALAIA;ENSINO MÉDIO COMPLETO;4856;4194;662
2022;Brasil;NORDESTE;AL;ATALAIA;ENSINO MÉDIO INCOMPLETO;6110;4863;1247
2022;Brasil;NORDESTE;AL;ATALAIA;LÊ E ESCREVE;2237;1715;522
2022;Brasil;NORDESTE;AL;ATALAIA;SUPERIOR COMPLETO;828;766;62
2022;Brasil;NORDESTE;AL;ATALAIA;SUPERIOR INCOMPLETO;740;682;58
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;ANALFABETO;1457;869;588
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;ENSINO FUNDAMENTAL COMPLETO;550;449;101
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;ENSINO FUNDAMENTAL INCOMPLETO;4379;3372;1007
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;ENSINO MÉDIO COMPLETO;1648;1424;224
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;ENSINO MÉDIO INCOMPLETO;2253;1827;426
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;LÊ E ESCREVE;1612;1241;371
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;SUPERIOR COMPLETO;369;308;61
2022;Brasil;NORDESTE;AL;BARRA DE SANTO ANTÔNIO;SUPERIOR INCOMPLETO;266;233;33
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;ANALFABETO;505;339;166
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;ENSINO FUNDAMENTAL COMPLETO;353;301;52
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;ENSINO FUNDAMENTAL INCOMPLETO;2292;1860;432
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;ENSINO MÉDIO COMPLETO;1416;1233;183
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;ENSINO MÉDIO INCOMPLETO;1154;1006;148
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;LÊ E ESCREVE;543;447;96
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;SUPERIOR COMPLETO;735;661;74
2022;Brasil;NORDESTE;AL;BARRA DE SÃO MIGUEL;SUPERIOR INCOMPLETO;334;290;44
2022;Brasil;NORDESTE;AL;BATALHA;ANALFABETO;2496;1487;1009
2022;Brasil;NORDESTE;AL;BATALHA;ENSINO FUNDAMENTAL COMPLETO;471;365;106
2022;Brasil;NORDESTE;AL;BATALHA;ENSINO FUNDAMENTAL INCOMPLETO;3030;2308;722
2022;Brasil;NORDESTE;AL;BATALHA;ENSINO MÉDIO COMPLETO;2026;1754;272
2022;Brasil;NORDESTE;AL;BATALHA;ENSINO MÉDIO INCOMPLETO;2504;2000;504
2022;Brasil;NORDESTE;AL;BATALHA;LÊ E ESCREVE;1669;1242;427
2022;Brasil;NORDESTE;AL;BATALHA;SUPERIOR COMPLETO;456;406;50
2022;Brasil;NORDESTE;AL;BATALHA;SUPERIOR INCOMPLETO;419;375;44
2022;Brasil;NORDESTE;AL;BELO MONTE;ANALFABETO;1256;850;406
2022;Brasil;NORDESTE;AL;BELO MONTE;ENSINO FUNDAMENTAL COMPLETO;296;247;49
2022;Brasil;NORDESTE;AL;BELO MONTE;ENSINO FUNDAMENTAL INCOMPLETO;1663;1276;387
2022;Brasil;NORDESTE;AL;BELO MONTE;ENSINO MÉDIO COMPLETO;744;636;108
2022;Brasil;NORDESTE;AL;BELO MONTE;ENSINO MÉDIO INCOMPLETO;981;757;224
2022;Brasil;NORDESTE;AL;BELO MONTE;LÊ E ESCREVE;817;636;181
2022;Brasil;NORDESTE;AL;BELO MONTE;SUPERIOR COMPLETO;152;134;18
2022;Brasil;NORDESTE;AL;BELO MONTE;SUPERIOR INCOMPLETO;129;117;12
2022;Brasil;NORDESTE;AL;BELÉM;ANALFABETO;628;282;346
2022;Brasil;NORDESTE;AL;BELÉM;ENSINO FUNDAMENTAL COMPLETO;199;161;38
2022;Brasil;NORDESTE;AL;BELÉM;ENSINO FUNDAMENTAL INCOMPLETO;1497;1136;361
2022;Brasil;NORDESTE;AL;BELÉM;ENSINO MÉDIO COMPLETO;658;562;96
2022;Brasil;NORDESTE;AL;BELÉM;ENSINO MÉDIO INCOMPLETO;792;613;179
2022;Brasil;NORDESTE;AL;BELÉM;LÊ E ESCREVE;909;639;270
2022;Brasil;NORDESTE;AL;BELÉM;SUPERIOR COMPLETO;167;153;14
2022;Brasil;NORDESTE;AL;BELÉM;SUPERIOR INCOMPLETO;128;113;15
2022;Brasil;NORDESTE;AL;BOCA DA MATA;ANALFABETO;2596;1251;1345
2022;Brasil;NORDESTE;AL;BOCA DA MATA;ENSINO FUNDAMENTAL COMPLETO;708;526;182
2022;Brasil;NORDESTE;AL;BOCA DA MATA;ENSINO FUNDAMENTAL INCOMPLETO;4120;2978;1142
2022;Brasil;NORDESTE;AL;BOCA DA MATA;ENSINO MÉDIO COMPLETO;3526;2928;598
2022;Brasil;NORDESTE;AL;BOCA DA MATA;ENSINO MÉDIO INCOMPLETO;4770;3424;1346
2022;Brasil;NORDESTE;AL;BOCA DA MATA;LÊ E ESCREVE;2517;1842;675
2022;Brasil;NORDESTE;AL;BOCA DA MATA;SUPERIOR COMPLETO;769;714;55
2022;Brasil;NORDESTE;AL;BOCA DA MATA;SUPERIOR INCOMPLETO;599;532;67
2022;Brasil;NORDESTE;AL;BRANQUINHA;ANALFABETO;1669;965;704
2022;Brasil;NORDESTE;AL;BRANQUINHA;ENSINO FUNDAMENTAL COMPLETO;431;297;134
2022;Brasil;NORDESTE;AL;BRANQUINHA;ENSINO FUNDAMENTAL INCOMPLETO;2828;1977;851
2022;Brasil;NORDESTE;AL;BRANQUINHA;ENSINO MÉDIO COMPLETO;849;674;175
2022;Brasil;NORDESTE;AL;BRANQUINHA;ENSINO MÉDIO INCOMPLETO;1479;1021;458
2022;Brasil;NORDESTE;AL;BRANQUINHA;LÊ E ESCREVE;1592;1214;378
2022;Brasil;NORDESTE;AL;BRANQUINHA;SUPERIOR COMPLETO;118;104;14
2022;Brasil;NORDESTE;AL;BRANQUINHA;SUPERIOR INCOMPLETO;135;117;18
2022;Brasil;NORDESTE;AL;CACIMBINHAS;ANALFABETO;1749;1009;740
2022;Brasil;NORDESTE;AL;CACIMBINHAS;ENSINO FUNDAMENTAL COMPLETO;295;230;65
2022;Brasil;NORDESTE;AL;CACIMBINHAS;ENSINO FUNDAMENTAL INCOMPLETO;2465;1797;668
2022;Brasil;NORDESTE;AL;CACIMBINHAS;ENSINO MÉDIO COMPLETO;862;735;127
2022;Brasil;NORDESTE;AL;CACIMBINHAS;ENSINO MÉDIO INCOMPLETO;1291;1016;275
2022;Brasil;NORDESTE;AL;CACIMBINHAS;LÊ E ESCREVE;1311;971;340
2022;Brasil;NORDESTE;AL;CACIMBINHAS;SUPERIOR COMPLETO;308;285;23
2022;Brasil;NORDESTE;AL;CACIMBINHAS;SUPERIOR INCOMPLETO;184;157;27
2022;Brasil;NORDESTE;AL;CAJUEIRO;ANALFABETO;2384;1345;1039
2022;Brasil;NORDESTE;AL;CAJUEIRO;ENSINO FUNDAMENTAL COMPLETO;521;367;154
2022;Brasil;NORDESTE;AL;CAJUEIRO;ENSINO FUNDAMENTAL INCOMPLETO;4508;3183;1325
2022;Brasil;NORDESTE;AL;CAJUEIRO;ENSINO MÉDIO COMPLETO;2200;1862;338
2022;Brasil;NORDESTE;AL;CAJUEIRO;ENSINO MÉDIO INCOMPLETO;2324;1753;571
2022;Brasil;NORDESTE;AL;CAJUEIRO;LÊ E ESCREVE;1744;1219;525
2022;Brasil;NORDESTE;AL;CAJUEIRO;SUPERIOR COMPLETO;505;461;44
