,id_municipio,pib,va_agropecuaria,va_industria,va_servicos,va_adespss
3196,3301405,375966474,10975818,13285018,145115943,183877924
3197,3301504,398169489,5490250,42253469,157042430,173919120
3198,3301603,214572323,22531788,16404090,55737711,101140880
3199,3301702,45332366156,13570154,11142986246,21134166805,6553221679
3200,3301801,251598848,5869709,22724435,78561564,127215288
3201,3301850,1061378242,19235087,86019524,405695750,479772011
3202,3301876,536177230,2218372,42113299,221840242,244303997
3203,3301900,4928343132,10328445,630350301,2147328257,1722657276
3204,3302007,7948882755,14201819,630323260,5435370500,1145361933
3205,3302056,331377480,17986089,62812279,105694657,124634854
3206,3302106,553385867,48521144,45306206,230263249,181730593
3207,3302205,3096744621,46452876,409141882,1634086125,781674763
3208,3302254,4474844369,4761654,888569964,1641534864,325365943
3209,3302270,1436573612,7296085,147533276,449797014,724188246
3210,3302304,145704087,7755572,20609981,38687317,68896922
3211,3302403,15093203009,51287430,3796869478,6162300426,2977399478
3212,3302452,169698657,3051829,27478426,59938985,59931152
3213,3302502,4253438156,51243792,445619488,1787596338,1732403319
3214,3302601,2469677775,17868419,119162840,1722853012,480485849
3215,3302700,37522727460,12321772,25405741114,10108562276,1559944555
3216,3302809,350194545,606980,25995179,144410103,156996059
3217,3302858,2318657275,2386575,123452283,956976568,1120602115
3218,3302908,614637802,5113035,40177069,313125769,220966140
3219,3303005,569937838,14314710,64533904,230994761,219768284
3220,3303104,297412761,14227485,20892243,113704845,129313066
3221,3303203,2904425730,0,153783464,1498823902,1080890090
3222,3303302,46553203145,20361421,20370586568,18961627191,4460080649
3223,3303401,5358172595,92039508,556474160,2837542368,1407923436
3224,3303500,17424682238,7100206,1468631034,8918527685,5538874053
3225,3303609,982349986,3116752,105664440,413715062,360024881
3226,3303708,1004301936,43251362,125623608,412669435,331135778
3227,3303807,2759112923,34168769,1211529454,1024776939,392592724
3228,3303856,557210684,23677772,53743902,201999286,229688540
3229,3303906,13643577912,50903444,3222869438,6476415722,2254255561
3230,3303955,716232632,4374583,201412182,233764376,201078539
3231,3304003,2229154273,15111067,1250612533,458806951,275235337
3232,3304102,348377120,25300226,25450100,122180763,149057075
3233,3304110,2424841003,5397360,742935775,689783913,218982324
3234,3304128,277894742,12595957,16340613,105736152,123247588
3235,3304144,3875540490,2972735,568267197,1802470876,1080989411
3236,3304151,3821756758,22301585,2458153649,987908611,304329074
3237,3304201,8564525090,34588314,1877916808,3329947150,1103324739
3238,3304300,1554559130,22158532,116260153,786628561,488099264
3239,3304409,390324214,59540955,16784237,100600447,170830280
3240,3304508,218127600,11335230,48866339,52708885,91630304
3241,3304524,7741509609,8991061,3383994848,2690957679,1300760985
3242,3304557,354981483803,91496360,35553137060,182466623603,53688460838
3243,3304607,188972862,15877854,7458619,49312091,102517077
3244,3304706,1157847780,39097753,241109711,464320522,319340439
3245,3304755,1024128589,207251090,100880033,260143498,340296403
3246,3304805,734801500,36955587,68597315,287436546,297254444
3247,3304904,18351499718,65321990,1668695565,8299206621,6978435436
3248,3305000,7967977477,43293768,3626927022,3458836811,435430981
3249,3305109,9795913054,1269840,546882919,5292076252,3125919364
3250,3305133,179246069,36394176,10444019,46105509,65864033
3251,3305158,540470058,115752813,36054004,137150119,178815658
3252,3305208,2437075352,31587885,245032140,1153791296,764079965
3253,3305307,202942604,35474705,7824130,46106506,92336938
3254,3305406,753925821,55271843,98742588,317014472,152274296
3255,3305505,10716086556,17394737,6589808859,3180983823,724563914
3256,3305554,4158503306,14336062,698810167,2268847486,625095768
3257,3305604,494797464,33901510,74902559,136115253,213298071
3258,3305703,437932335,127331183,19309441,85040698,132877618
3259,3305752,579070877,15040536,39476025,217843659,268593324
3260,3305802,5327010545,270631523,532381084,2656288718,1414040784
3261,3305901,206773780,23559893,8662928,57232374,99956149
3262,3306008,4363280669,15759385,1385742684,1727035259,646359787
3263,3306107,2051076350,39670279,380567927,882571027,557475122
3264,3306156,196599080,24053452,8441397,53614879,95193012
3265,3306206,1091568550,24570128,138980720,542876194,306192814
3266,3306305,11017667373,5848539,2373068150,4959996549,2084276994
3267,3500105,1136221239,37857585,123146899,693468141,193544459
3268,3500204,111368013,30399682,16287915,38368180,22615066
3269,3500303,1025597007,87990126,290072841,380005194,136057082
3270,3500402,170438241,14675342,20076865,90024079,33325758
3271,3500501,530958092,5695237,36405814,356668833,96318436
3272,3500550,174713165,48636181,10128240,69095097,36041248
3273,3500600,145906733,0,13619499,102557797,21932257
3274,3500709,2294250765,76763864,937543218,736187629,185156517
3275,3500758,103301929,30670005,7152122,34419285,26089147
3276,3500808,86908468,5393519,13424101,32536251,21036606
3277,3500907,90675071,35275785,4340196,21992369,23941260
3278,3501004,535265260,154597450,19081741,257277949,70342856
3279,3501103,120605634,42926857,10301821,36904230,23135986
3280,3501152,2147029707,658593,1022881807,472876580,93873106
3281,3501202,101265335,44275975,4180733,27865497,21808704
3282,3501301,511285263,16294502,62175481,269038455,100279753
3283,3501400,50694838,6651406,2571858,18912589,20487511
3284,3501509,50659646,11107421,3594439,17076967,17472967
3285,3501608,11950333162,10607195,3059810025,6267577743,1017537734
3286,3501707,848474893,16189233,203710182,393125558,158394549
3287,3501806,102007356,24951784,3478286,41686274,28226917
3288,3501905,4244417628,90926895,1590967101,1594384791,311459806
3289,3502002,177346322,31371004,50735245,58145860,30742569
3290,3502101,2057061346,120128211,439834858,1082584190,249730558
3291,3502200,1006733297,136035526,310390798,362365654,110910884
3292,3502309,147940418,43952493,20292297,40762532,34582805
3293,3502408,74613083,24131524,4844139,22411543,20753585
3294,3502507,1144056124,1598959,44274027,882534413,161973597
3295,3502606,101312020,17554709,19249490,37096226,21116486
3296,3502705,601070890,108069608,135306661,214131899,97546554
3297,3502754,3441914016,1078432,833980601,1840227916,119523397
3298,3502804,7807916284,102516438,1069183804,5239118297,711929318
3299,3502903,829737629,20946681,207287644,383727689,139501689
3300,3503000,148107344,27206510,4369284,78858800,27105759
3301,3503109,139359485,51140344,7462634,43619490,31768263
3302,3503158,34001212,1650530,1713710,14261013,15024534
3303,3503208,10026980978,90852723,1687405748,6094081973,1042098437
3304,3503307,5933882448,94913571,1232445487,3312931400,588073694
3305,3503356,42320857,14346730,2701690,10538203,13429783
3306,3503406,214908482,67570580,14784494,86471350,36362069
3307,3503505,46310706,4783307,1507818,18174062,20065938
3308,3503604,141873963,17488552,12264176,60748000,45384580
3309,3503703,743966147,19430744,81863926,426600200,42243897
3310,3503802,1270688997,129120465,219690817,569031840,202151412
3311,3503901,6482836037,28534586,1016473382,3943630669,379694120
3312,3503950,33304962,8124266,1796832,10076329,12220383
3313,3504008,3541751109,49778561,507883188,2202843781,422764053
3314,3504107,6937709067,190338596,1516385333,3546515284,606356519
3315,3504206,310562570,25385471,32944818,171629816,63976431
3316,3504305,294317391,176693284,10412371,68615226,27376503
3317,3504404,320482794,51252960,85392860,106318562,54357943
3318,3504503,2746044338,120632962,395737297,1605438386,386198320
3319,3504602,388833359,16725082,38081915,227201042,75246112
3320,3504701,52783674,11708892,3309353,11729804,24489939
3321,3504800,216252326,31556144,26209778,103513923,36930723
3322,3504909,181837662,6465350,27003104,88863819,48357575
3323,3505005,61863960,18979723,2920442,19849746,18255062
3324,3505104,113866584,18846627,8672576,51219300,29587511
3325,3505203,1163955922,52349429,256622187,572657454,150034581
3326,3505302,1139198537,11754075,237606531,635812919,152158723
3327,3505351,108718152,55856714,4416275,22072544,23149150
3328,3505401,97130810,3173951,5352647,42883118,38536131
3329,3505500,4832330747,193308398,993242873,2696726242,535814117
3330,3505609,500657466,22580430,74266232,242335349,132683026
3331,3505708,52820507840,327720,4734076723,32615519515,2018089630
3332,3505807,1073432056,557753293,85727473,286817347,91932759
3333,3505906,1690904623,146185945,222096232,916458833,252981549
3334,3506003,15324591287,43609565,2400670239,9930604876,1495627028
3335,3506102,3312844749,89890086,357714650,2070572126,344426208
3336,3506201,120899405,31310475,26153773,33842084,20067175
3337,3506300,269153513,23128472,30790449,150174739,45937059
3338,3506359,1829393269,5828742,182312366,1144491160,394284949
3339,3506409,209591495,66387597,7819905,91625456,34377633
3340,3506508,3453290846,53425356,613569538,1967646967,495785675
3341,3506607,758657044,324229696,40281645,246814899,120362403
3342,3506706,321190517,81292845,22533635,132280575,64376168
3343,3506805,228468029,26682609,32116813,96321709,55752758
3344,3506904,181675594,27861400,26096836,71223615,45806225
3345,3507001,2942832734,20176426,945753544,1259004651,270281073
3346,3507100,906989422,8996720,283507005,366664178,105453893
3347,3507159,59035654,6881637,11830075,17745821,19798150
3348,3507209,42257891,11069838,7219997,12186879,9507997
3349,3507308,386123624,14129912,189387651,119380014,24708645
3350,3507407,409160572,84109960,28003220,201299014,69482839
3351,3507456,58143400,12698317,3127899,20275289,17731973
3352,3507506,5134696020,178176019,1281612457,2716026973,481799196
3353,3507605,6477958108,52682945,1449783666,3496953843,650201572
3354,3507704,97884461,21022849,7051315,39146318,26601270
3355,3507753,54308359,6923517,6086322,19574593,19349718
3356,3507803,667524660,55460049,113421111,323358337,110604703
3357,3507902,932880158,86781165,222677802,420348902,111758194
3358,3508009,461987453,127590228,41250736,173627759,86334290
3359,3508108,598810319,50350948,187670497,249122102,76980039
3360,3508207,170741130,30069050,58553409,45327651,27964247
3361,3508306,74128710,9385353,12407814,25691494,22640630
3362,3508405,5320943431,34964202,1523033998,2421520934,237778132
3363,3508504,4041591065,14238922,1340141498,1699975429,369542599
3364,3508603,618061674,12056381,54913687,381586308,133112238
3365,3508702,402227488,109522689,48208858,157416671,72810965
3366,3508801,507749278,81434460,99598903,206135987,78779343
3367,3508900,58568290,13453060,3749913,19190992,20546888
3368,3509007,3912165776,1968299,1334727212,1583184540,395850279
3369,3509106,78862873,21984374,2341630,21781022,29195544
3370,3509205,19427569556,425974,2193128571,12445618396,426740771
3371,3509254,1394455946,188089538,521981353,386760468,122058103
3372,3509304,155269114,23241278,6155652,74037252,43298625
3373,3509403,597732036,89943218,93210876,244711421,106944466
3374,3509452,116542236,21803597,10893801,48401443,29495198
3375,3509502,65874912956,119272775,9583517276,39748104849,4787233185
3376,3509601,2146988894,7194696,580457610,957080301,320487770
3377,3509700,1318467001,4161711,120341281,888160357,224136222
3378,3509809,154775357,61108178,6711580,54542019,25261858
3379,3509908,307202884,29686107,74094471,128785211,63434527
3380,3509957,107670040,1262672,15495138,54796485,25023817
3381,3510005,1270169864,89328679,189743645,694414803,122198397
3382,3510104,105968556,35022806,11024348,37638406,16103025
3383,3510153,141977296,6188050,57790606,40338257,25231952
3384,3510203,944821978,139846152,82682563,466493321,196243123
3385,3510302,310889358,36829254,27105121,136501675,90744008
3386,3510401,2148541172,59878269,665786088,895512938,243615045
3387,3510500,4034042047,13355399,765405135,2353778921,660081924
3388,3510609,6156670517,234086,804371257,3657999252,1160756147
3389,3510708,256870348,54978461,14430317,121853698,54945343
3390,3510807,909631102,160759164,93660244,445700137,130370832
3391,3510906,177929741,121149783,6379556,30147023,17403381
3392,3511003,699167921,73407829,160583065,294987247,107065262
3393,3511102,4339527804,46088858,720265618,2662126137,517605552
3394,3511201,132090071,18815549,7356408,64175082,33310973
3395,3511300,370825969,25698703,108956457,133006476,46885429
3396,3511409,741919391,79033221,141333763,377645419,91093314
3397,3511508,1932314269,66665358,600785816,806863937,194852184
3398,3511607,463296249,45312059,69577526,231066178,75125093
3399,3511706,329743568,20674194,70711105,142313533,65121913
3400,3511904,158272811,20913066,18605275,73551527,34984596
3401,3512001,964344483,70906759,280945114,400638272,95244627
3402,3512100,275947558,113909453,34015383,69122724,41103418
3403,3512209,713511820,41185873,160809298,317230085,120953412
3404,3512308,380831866,67993257,36127045,174627393,78717981
3405,3512407,3115925292,44569437,875303876,1568932822,154490396
3406,3512506,165007537,41672770,25049919,59284460,25924809
3407,3512605,86897010,31929690,5621425,23286017,23084697
3408,3512704,233956938,28803343,11336254,130752935,25604026
3409,3512803,1732688076,17632665,539006409,720523395,276257960
3410,3512902,344309602,57749694,92688390,109792697,35410994
3411,3513009,13365734114,20842142,2991455032,6507973277,1001910670
3412,3513108,1229659564,47183085,297446870,566483971,145957000
3413,3513207,200466425,65616928,9721555,79451939,36663745
3414,3513306,103804532,19234233,3321033,55895632,14368991
3415,3513405,2380398715,6612122,592949193,1131029593,306470356
3416,3513504,15046346604,936344,7708891139,4552540388,766704749
3417,3513603,264898264,24018888,12522017,132795180,85255934
3418,3513702,1560978682,107981875,398813716,675214511,146825339
3419,3513801,15301322317,795892,4092077303,6884719698,1650586963
3420,3513850,45208502,6324330,8718301,13864721,12336947
3421,3513900,310292718,62708421,13904910,173067542,45896616
3422,3514007,111751057,20380211,8523475,38792704,35367433
3423,3514106,675427519,93452597,105264187,303131170,106941129
3424,3514205,47345800,12727171,2502468,17479857,13024167
3425,3514304,505284843,19388417,62064082,259220844,40790797
3426,3514403,1290236649,41755086,143707004,829520641,174592958
3427,3514502,237597291,13647280,24819639,135001453,52897058
3428,3514601,194798031,20108713,31893169,81298198,39534687
3429,3514700,123647018,35490924,6774735,48417750,28048855
3430,3514809,306269784,136547087,12854293,84650928,63984454
3431,3514908,719822256,88604447,212535926,240175823,78182621
3432,3514924,65099689,12197147,2696647,27127430,19883191
3433,3514957,53730179,13672247,5834131,17412702,15076867
3434,3515004,14726180587,280903,1684955279,9101299376,984309090
3435,3515103,1210919900,2047762,227202558,562234474,258083589
3436,3515129,61192241,16488579,4470408,19508414,18967316
3437,3515152,531112578,30334226,77025500,280199106,85121951
3438,3515186,1532034826,94770615,397027292,730312238,167304310
3439,3515194,73868167,15313829,4072670,26530162,24183027
3440,3515202,409252057,36107367,125394629,165294858,37455739
3441,3515301,50637534,13924032,2683346,15034782,17173667
3442,3515350,135895289,37873968,9580083,44329005,39564586
3443,3515400,376113670,54800951,44265510,190360394,64857898
3444,3515509,2200769803,75073672,264928658,1385420769,280193871
3445,3515608,195650122,74841938,13082499,69807314,28067364
3446,3515657,65259602,24689071,2864340,22043617,12503765
3447,3515707,3247303732,1979689,793608926,1474596117,640942738
3448,3515806,35390753,10295819,1656965,10361619,12188209
3449,3515905,64800979,17720415,4373728,21884946,18140113
3450,3516002,205103618,38334098,17644771,84391305,56210206
3451,3516101,140939636,33965277,5164178,68901837,18757474
3452,3516200,10167368634,74923916,1632169931,6200181913,1261886065
3453,3516309,1588673190,471566,108069984,822477997,576427268
3454,3516408,3312687307,3143364,932035593,1530105411,523851443
3455,3516507,76231697,19163395,13469227,24761864,15734404
3456,3516606,150633667,28927278,9258160,74822134,29293469
3457,3516705,1174561177,102393163,174111327,626661675,171181704
3458,3516804,73434784,18370162,3911222,27369591,20489029
3459,3516853,1079183801,29704022,694741261,181311453,30345403
3460,3516903,234630141,36045853,12127467,121773307,52065994
3461,3517000,183789066,55468254,7323980,68435251,45604705
3462,3517109,107986982,26103628,15108849,36417956,25036509
3463,3517208,166054047,16771147,16416831,71795724,48363395
3464,3517307,160071777,14062230,86445094,31549503,23217546
3465,3517406,3410534948,217602340,1572574577,1077007312,194523804
3466,3517505,622290423,55260928,160397731,259350624,83393607
3467,3517604,332436875,122130990,36265652,91082545,69593193
3468,3517703,489158551,57973866,76014618,229011495,90947230
3469,3517802,264966748,103997256,9459929,98828269,40663174
3470,3517901,323025425,95514561,32610710,101058694,56645544
3471,3518008,34114076,4784510,2441943,12793185,12770961
3472,3518107,150763232,46737242,10941676,53416270,30575023
3473,3518206,977350922,209221811,132832222,437750718,129830326
3474,3518305,1439632359,30803459,232274202,840460269,130361766
3475,3518404,6488615248,28075555,2271038561,2716684449,471545012
3476,3518503,226191620,52557996,29796912,61767382,70298657
3477,3518602,878924033,45481122,184938618,413313571,160503755
3478,3518701,9106598576,35602902,1086015566,5347454747,1511338849
3479,3518800,65165261621,37714175,12533703658,36397150879,5570503314
3480,3518859,234272291,90913700,16439771,70002034,42364511
3481,3518909,70058603,14776047,4210522,24318535,24325575
3482,3519006,278340302,61240039,56384999,99893261,38730931
3483,3519055,1006520469,321741583,113990415,402847551,76101531
3484,3519071,14730641601,1086664,4088063181,6830436010,969931766
3485,3519105,460973069,60853640,31191276,257157091,54261476
3486,3519204,167645810,70180477,10986231,51101285,26734389
3487,3519253,144447297,30862633,6822963,58088408,37798875
3488,3519303,763048828,34199031,196022755,332585237,134811828
3489,3519402,244950654,27554427,43407958,106684478,53270538
3490,3519501,170343445,30597039,10930668,82296946,29927174
3491,3519600,1497194813,76975120,305874528,769740600,221729321
3492,3519709,1845191492,308922737,249914411,807480952,321773500
3493,3519808,173765682,21628690,33075492,72189553,40585799
3494,3519907,250827425,37634728,7644825,130424026,43773426
3495,3520004,326750169,10018723,19296124,186966283,90965961
3496,3520103,1210194640,56475027,125176551,753861283,122893381
3497,3520202,209302991,1487847,20947354,117579364,47126353
3498,3520301,1256136976,81367987,588915974,427596635,133913863
3499,3520400,14967867135,3073976,10364637917,4186509459,282976757
3500,3520426,1045474680,3932645,619578498,323602035,86900616
3501,3520442,649512587,57973058,28598312,396687843,132984347
3502,3520509,16730487268,32775435,4868376641,7251748787,1118179327
3503,3520608,64988386,11324241,3048996,27980051,19856855
3504,3520707,91297032,19436016,4576742,42306356,21061355
3505,3520806,134511170,6321594,6447018,88246807,19525955
3506,3520905,338517329,32472051,47659885,163099002,65283588
3507,3521002,684149339,15172097,192976432,248758980,138828698
3508,3521101,474779530,16709506,211958607,154544168,35158469
3509,3521150,105587010,22542768,16662359,31509177,25222121
3510,3521200,58005230,6080043,3136291,22270702,24681070
3511,3521309,367929654,75092469,20251377,174270769,74696502
3512,3521408,6940522695,18590805,3397860256,2111766516,106262997
3513,3521507,160648261,58650542,9178987,54293378,32833081
3514,3521606,95959776,15850265,2659488,42238079,31310627
3515,3521705,592345696,153287422,28096969,284901723,72195748
3516,3521804,700364551,178352669,63623942,284818492,117984739
3517,3521903,612083796,191671131,69138128,238477577,70576479
3518,3522000,97561568,34681040,8001159,28491732,20313222
3519,3522109,2037482194,39894580,148625897,1251149091,483841714
3520,3522158,42329676,4707453,5959610,13511657,16449615
3521,3522208,3880078433,17937153,627581634,2153263881,639565675
3522,3522307,4897885536,263281921,1004412946,2494718966,616119983
3523,3522406,2908262010,733416489,273890369,1297525968,391169643
3524,3522505,12045014646,257495,2431437763,6625625331,896787016
3525,3522604,3821485311,60670399,1358183742,1618766104,323645417
3526,3522653,45808964,3141860,1965793,17259549,21548109
3527,3522703,1315054108,159165024,199523832,667005405,168229739
3528,3522802,297303906,31298661,12120299,169356317,60112756
3529,3522901,612606141,16401183,124926815,310395966,57927437
3530,3523008,95421391,31179746,4662507,28994667,27320801
3531,3523107,7658778343,10474336,1696163929,3689774212,1264649943
3532,3523206,944884729,92507431,93123181,504082596,186678878
3533,3523305,326896328,95318845,12458925,133657958,65645984
3534,3523404,6371895416,581584095,1737314414,2441640626,517097794
3535,3523503,401313278,47461192,85910234,152754834,83393208
3536,3523602,716912072,51328847,146389638,255635816,86140965
3537,3523701,103238404,30091712,7203781,34315419,28355595
3538,3523800,138487868,31256212,11897095,59435529,28124005
3539,3523909,8242038385,44883586,1828460279,4077462756,731347964
3540,3524006,7382285334,31277842,2731350689,2797338145,329469508
3541,3524105,1593256913,138655059,393376102,703917765,178015010
3542,3524204,137505313,47440485,7036890,45945718,32570124
3543,3524303,2942385574,137393139,546666320,1623613538,338363332
3544,3524402,13361647833,25192630,4238734220,5895082236,890395104
3545,3524501,447241438,26781994,177528501,153620497,31028256
3546,3524600,509510434,112099861,29281775,260427145,73428294
3547,3524709,12348795526,12051993,3548311410,5650237364,341577284
3548,3524808,1619431201,64505724,213560241,1012656180,194705049
3549,3524907,254628459,6979187,81123083,65691835,30041287
3550,3525003,4159697735,514989,996509068,1921127858,460442896
3551,3525102,1207733231,91309321,152928500,646585923,192181323
3552,3525201,2525545512,38154196,361038605,1572502471,163964193
3553,3525300,4903683580,82180382,729572004,3033899678,559687244
3554,3525409,103672344,49038758,6045488,27656109,17963902
3555,3525508,213334725,16677419,12449986,120492436,52742746
3556,3525607,127091836,65275341,2750476,31484725,23997771
3557,3525706,1262897426,121425554,267705073,600250599,159617935
3558,3525805,53659340,6532538,1616019,22289030,21014686
3559,3525854,123159638,13314836,39929361,34532926,18188019
3560,3525904,46952323247,130645790,9060334620,26774854706,2100153523
3561,3526001,592800187,51250477,98034155,306004287,84643144
3562,3526100,346828714,94377737,19479457,140836688,76581815
3563,3526209,544350986,780844,60712722,322817963,117726774
3564,3526308,61902812,7011009,3168158,26878239,22474256
3565,3526407,1149563408,26292292,410547334,433517825,118037763
3566,3526506,155478847,50853755,4326710,45957351,48299378
3567,3526605,103393739,3672301,20582441,38116865,30311220
3568,3526704,3388715699,70751283,785007706,1662101582,403125313
3569,3526803,3074027515,84220731,888253388,1460705911,291672306
3570,3526902,13785897088,84867096,4032422995,6442340631,1185179976
3571,3527009,185637018,5874976,46722505,80060731,36248687
3572,3527108,5382602030,79403060,2288493002,2151012469,269743132
3573,3527207,2839019596,9424068,815035236,1377804031,321450840
3574,3527256,35100674,5457935,1825644,11913957,14643881
3575,3527306,16064221354,33350491,4156226727,8428126534,310176660
3576,3527405,402291145,24828928,58583304,197684660,89886353
3577,3527504,53931964,15891588,2736834,17521154,15738955
3578,3527603,1386495354,70921376,719435123,357647356,84816436
3579,3527702,75909241,16174586,3905244,28751181,24841937
3580,3527801,73373052,12108541,7497133,29035195,21698993
3581,3527900,73293541,31604228,5966605,17034081,16714703
3582,3528007,643600999,38137786,56193662,392924301,73509771
3583,3528106,170372152,41777927,7836052,79639050,32257023
3584,3528205,75292461,23825712,7039315,21861062,19579846
3585,3528304,95433453,34399153,4533137,33670622,18964981
3586,3528403,1712055347,19067464,527914243,684932285,220476806
3587,3528502,1848986583,729877,326261395,959466260,353915097
3588,3528601,223642032,43438608,28581626,94147935,38122342
3589,3528700,105106076,45180768,3814884,22801437,30862259
3590,3528809,395839362,66805329,36214512,194604425,65879113
3591,3528858,175459829,37633639,54713568,49085850,19973173
3592,3528908,57605846,17472592,3182387,17277365,18286349
3593,3529005,8384437013,73807785,1034220608,5407991614,984640717
3594,3529104,37761301,7260617,1913445,14038402,13318803
3595,3529203,484080525,43856251,33092330,259556095,115115046
3596,3529302,3960216744,65248895,1296267106,1716368742,305909342
3597,3529401,16282604678,14518,5381992769,6995204263,1538666852
3598,3529500,178084763,14174698,46712121,69393667,30254842
3599,3529609,232814938,23454150,85529892,77330865,25762632
3600,3529658,60146147,28210684,2657392,13791368,14015572
3601,3529708,1038851352,340754783,326613105,242859995,103702170
3602,3529807,175902858,18688591,23269546,71032572,48953142
3603,3529906,414422637,55493925,21673692,228601286,81036548
3604,3530003,67425394,16862371,5191994,23117984,20087194
3605,3530102,613340887,112064324,39801710,306072570,113143382
3606,3530201,367271093,73874791,69863429,124348820,74753565
3607,3530300,1922851132,38132423,407963359,1037054062,237877908
3608,3530409,172708595,87707711,13766514,40366562,22747127
3609,3530508,2157856063,148186847,420386448,1103005183,267967633
3610,3530607,16220410121,356954457,3438105783,8633821096,1596486538
3611,3530706,5741724678,227569139,1401756310,2752237360,625940092
3612,3530805,4704433704,140532939,936189389,2373993061,449085521
3613,3530904,99427531,23828874,19869037,30347384,20596560
3614,3531001,54632305,6650845,6228205,20307390,16387238
3615,3531100,1115700564,4083692,132504756,640506832,281806584
3616,3531209,192424278,44753932,19967786,76757428,36459836
3617,3531308,1934162703,198133630,448906482,867618645,194898915
3618,3531407,610622712,67789457,115378498,286639967,102753582
3619,3531506,565439175,34727592,36769083,354470757,84903293
3620,3531605,97433294,29210525,4506855,38309599,21935221
3621,3531704,65120049,2885053,7557889,30851561,20337337
3622,3531803,3473460268,60358954,1674508458,938302765,258511579
3623,3531902,948108224,217662639,113234000,402886259,150354483
3624,3532009,507150642,18763957,208763001,157381150,56889965
3625,3532058,87928423,27778830,11668346,22553548,23096560
3626,3532108,72329445,17731546,1978442,25515489,24485183
3627,3532157,108801561,23887816,2154952,53125814,19559752
3628,3532207,151576171,27781556,27559767,51291475,34328071
3629,3532306,73591724,7055943,2678202,29032824,32333300
3630,3532405,366607222,15878211,74954202,156027239,78640156
3631,3532504,218340011,29785201,30411549,104621091,34369065
3632,3532603,303775437,46223362,30558670,158613209,51183149
3633,3532702,90117094,15813482,7424450,39051730,22686079
3634,3532801,149603056,30197580,22095348,57349689,31689550
3635,3532827,125451109,10450591,26193509,34316839,41568401
3636,3532843,38413222,11375656,2155268,10921145,12868055
3637,3532868,46051094,19990606,1369203,10554242,12991463
3638,3532900,214085837,16496179,43835663,85846004,52548305
3639,3533007,433698403,82435920,31990230,212712235,80272510
3640,3533106,33272970,3210107,1868623,13358329,13600126
3641,3533205,139044666,19134940,35168146,46643985,26230982
3642,3533254,64931180,10390966,1827366,24851301,25814163
3643,3533304,46266310,5276108,2537604,17900708,19073437
3644,3533403,3877548570,10627160,989346816,2024796595,259105736
3645,3533502,1157407907,103879260,82963225,673674435,166468803
3646,3533601,406265402,73307887,105163805,152118098,39305526
3647,3533700,107186198,35883723,6027839,39184511,21376027
3648,3533809,93440216,53600097,4831487,17713157,15452111
3649,3533908,2111968640,107233897,429912118,1138987297,228634697
3650,3534005,162566056,27960105,11647511,85442531,24972965
3651,3534104,101196978,10525412,10004692,46095585,25185811
3652,3534203,305274994,44811538,83650859,106410194,37337327
3653,3534302,1738396097,44630941,440377784,843117089,194518370
3654,3534401,81923606463,983161,3570946055,58285769625,2809642880
3655,3534500,89796427,39283070,6848353,25448147,15299632
3656,3534609,813103996,33223378,150275687,441196434,114451018
3657,3534708,3309868611,47083022,457434626,2049116739,463704859
3658,3534757,381786956,31844835,99227177,137399944,71146919
3659,3534807,116343010,23521137,5350213,46312729,36966538
3660,3534906,282332444,26538909,8341318,181583822,55691967
3661,3535002,324538203,93472334,51462135,109485575,52295314
3662,3535101,123026868,7167812,6823824,58122396,45609036
3663,3535200,184988476,42282500,12329569,88195886,35447232
3664,3535309,676715168,98541879,62780565,352342629,93285587
3665,3535408,274773556,30200983,21855063,144104825,64330690
3666,3535507,1551856794,113210299,330852663,758693875,183278292
3667,3535606,296199870,10018340,58491393,125811146,80858753
3668,3535705,186932746,27561601,30348549,60467467,32460530
3669,3535804,761517057,209742983,31270483,354994392,99800495
3670,3535903,128313609,43398391,6039101,52620333,19557366
3671,3536000,342892294,96880805,32007832,146207287,44465753
3672,3536109,271809602,23156096,37345386,155531724,33552974
3673,3536208,530098172,70678861,28364915,317705162,73821153
3674,3536257,94479731,51583205,4039652,22221104,14343522
3675,3536307,702597308,200397803,137110770,236457524,62866334
3676,3536406,160715642,25507869,17330788,72983196,37022606
3677,3536505,37374075520,23464796,17369990903,12836072550,1107419465
3678,3536570,36099446,6550637,1623339,10569115,14913830
3679,3536604,219759847,93009307,10737134,66432858,42162019
3680,3536703,2051327734,105736045,563587147,841021917,181302066
3681,3536802,92566773,15964484,5294468,40126496,26503691
3682,3536901,62888337,25071131,3613448,15710310,16574294
3683,3537008,1058055532,152867949,571770211,232055456,68165930
3684,3537107,1264211916,8080512,291746166,607068260,192271836
3685,3537156,130786613,16851225,9111252,73724928,19465205
3686,3537206,152682065,28831633,8171362,61889296,46284325
3687,3537305,1614791613,81073741,240177400,903325034,263280074
3688,3537404,767022666,100998525,20828960,462248225,113832272
3689,3537503,197698553,31418917,47754300,67192350,35442129
3690,3537602,1666395976,24611508,344233693,920274530,304432406
3691,3537701,95881931,18808805,6505544,40467547,26624756
3692,3537800,1293221963,334026739,126052692,560952043,186005831
3693,3537909,743934036,100054466,40077779,423331761,109523488
3694,3538006,8471160088,25768025,2928001564,3332857031,649715244
3695,3538105,372074461,31793007,79901710,162582506,66755418
3696,3538204,276704498,38864192,27182368,134191475,57998264
3697,3538303,55799957,9025787,3697953,20317515,19985576
3698,3538501,165598258,2843297,19870842,84877535,48216122
