,codigo_tse,qt_aptos_1t_2022,qt_aptos_2t_2022,qt_comparecimento_1t_2022,qt_comparecimento_2t_2022,qt_abstencao_1t_2022,qt_abstencao_2t_2022,qt_aptos_1t_2020,qt_aptos_2t_2020,qt_comparecimento_1t_2020,qt_comparecimento_2t_2020,qt_abstencao_1t_2020,qt_abstencao_2t_2020,qt_aptos_1t_2018,qt_aptos_2t_2018,qt_comparecimento_1t_2018,qt_comparecimento_2t_2018,qt_abstencao_1t_2018,qt_abstencao_2t_2018,id_municipio
2185,40932,11365,11365,7704,7754,3661,3611,11291.0,,8030.0,,3261.0,,11421,11421,7463,7022,3958,4399,3104700
2186,40940,5667,5667,3869,3874,1798,1793,5694.0,,4492.0,,1202.0,,5644,5644,3766,3665,1878,1979,3136959
2187,40959,4322,4322,2993,3039,1329,1283,4314.0,,3471.0,,843.0,,4349,4349,2928,2832,1421,1517,3104809
2188,40967,4280,4280,2958,3001,1322,1279,4222.0,,3472.0,,750.0,,4075,4075,2752,2714,1323,1361,3138351
2189,40975,15511,15511,12218,12639,3293,2872,15382.0,,11931.0,,3451.0,,15583,15583,12310,12271,3273,3312,3104908
2190,40983,5584,5584,4415,4696,1169,888,5569.0,,4761.0,,808.0,,5451,5451,4179,4251,1272,1200,3138674
2191,40991,7112,7112,5574,5609,1538,1503,7083.0,,5823.0,,1260.0,,6931,6931,5335,5119,1596,1812,3105004
2192,41009,6503,6503,4596,4622,1907,1881,6433.0,,5133.0,,1300.0,,6180,6180,4216,4098,1964,2082,3138682
2193,41017,19129,19129,14536,14734,4593,4395,18986.0,,14654.0,,4332.0,,19176,19176,14271,14164,4905,5012,3105103
2194,41025,12404,12404,9987,10158,2417,2246,12155.0,,10016.0,,2139.0,,11146,11146,9099,8948,2047,2198,3140159
2195,41033,4558,4558,3262,3317,1296,1241,4503.0,,3652.0,,851.0,,4327,4327,2959,2869,1368,1458,3105202
2196,41041,7781,7781,6086,6207,1695,1574,7497.0,,6306.0,,1191.0,,6934,6934,5252,5134,1682,1800,3140530
2197,41050,5266,5266,4154,4218,1112,1048,5228.0,,4234.0,,994.0,,5305,5305,4256,4259,1049,1046,3105301
2198,41068,4057,4057,2627,2673,1430,1384,3990.0,,2971.0,,1019.0,,3912,3912,2474,2405,1438,1507,3142254
2199,41076,24736,24736,19792,20064,4944,4672,24220.0,,19710.0,,4510.0,,23602,23602,18811,18711,4791,4891,3105400
2200,41084,4534,4534,2851,2902,1683,1632,4488.0,,3501.0,,987.0,,4464,4464,2844,2793,1620,1671,3143153
2201,41092,5511,5511,4311,4322,1200,1189,5545.0,,4799.0,,746.0,,5527,5527,4363,4171,1164,1356,3105509
2202,41106,3091,3091,2398,2428,693,663,3093.0,,2709.0,,384.0,,2958,2958,2213,2111,745,847,3144375
2203,41114,99574,99574,80424,81446,19150,18128,98188.0,,75256.0,,22932.0,,98685,98685,79971,79121,18714,19564,3105608
2204,41122,8356,8356,5624,5781,2732,2575,8274.0,,6231.0,,2043.0,,7822,7822,4892,4927,2930,2895,3144656
2205,41130,5782,5782,4405,4412,1377,1370,5669.0,,4511.0,,1158.0,,5620,5620,4004,3917,1616,1703,3105707
2206,41149,3634,3634,2593,2676,1041,958,3688.0,,3084.0,,604.0,,3408,3408,2636,2482,772,926,3144672
2207,41157,24311,24311,18239,18423,6072,5888,23784.0,,18687.0,,5097.0,,23372,23372,17468,16918,5904,6454,3169356
2208,41165,5709,5709,4721,4834,988,875,5567.0,,4838.0,,729.0,,5359,5359,4470,4443,889,916,3145059
2209,41173,17395,17395,14045,14213,3350,3182,17198.0,,13898.0,,3300.0,,17314,17314,13731,13495,3583,3819,3105905
2210,41181,4776,4776,3485,3553,1291,1223,4707.0,,3903.0,,804.0,,4471,4471,3148,3116,1323,1355,3145372
2211,41190,7956,7956,6538,6544,1418,1412,7820.0,,6422.0,,1398.0,,7791,7791,6430,6262,1361,1529,3106002
2212,41203,5316,5316,3930,3970,1386,1346,5252.0,,4409.0,,843.0,,5062,5062,3593,3472,1469,1590,3145455
2213,41211,3007,3007,2446,2468,561,539,2991.0,,2581.0,,410.0,,2998,2998,2402,2335,596,663,3106101
2214,41220,4447,4447,3486,3477,961,970,4434.0,,3575.0,,859.0,,4324,4324,3289,3170,1035,1154,3145851
2215,41238,2006854,2006854,1569591,1609327,437263,397527,1943184.0,,1392551.0,,550633.0,,1956410,1956410,1555751,1552603,400659,403807,3106200
2216,41246,6446,6446,4991,5125,1455,1321,6427.0,,5358.0,,1069.0,,6459,6459,4793,4753,1666,1706,3145877
2217,41254,19831,19831,14898,15049,4933,4782,19792.0,,15757.0,,4035.0,,19173,19173,14178,13964,4995,5209,3106309
2218,41262,4987,4987,3191,3229,1796,1758,4985.0,,3853.0,,1132.0,,4854,4854,3019,2891,1835,1963,3146255
2219,41270,8019,8019,6548,6681,1471,1338,7851.0,,6744.0,,1107.0,,7689,7689,6248,6210,1441,1479,3106408
2220,41289,5348,5348,3951,3982,1397,1366,5295.0,,4432.0,,863.0,,5030,5030,3676,3541,1354,1489,3146552
2221,41297,9077,9077,5859,5898,3218,3179,9002.0,,6305.0,,2697.0,,9420,9420,5707,5521,3713,3899,3106507
2222,41300,5269,5269,3837,3827,1432,1442,5226.0,,4513.0,,713.0,,4983,4983,3512,3322,1471,1661,3147956
2223,41319,4293,4293,3106,3156,1187,1137,4163.0,,3408.0,,755.0,,4089,4089,2839,2780,1250,1309,3106606
2224,41327,5762,5762,4808,4938,954,824,5471.0,,5046.0,,425.0,,5243,5243,4384,4315,859,928,3148756
2225,41335,290957,290957,247373,248739,43584,42218,274502.0,,229695.0,,44807.0,,259410,259410,232399,230990,27011,28420,3106705
2226,41343,7992,7992,5874,6102,2118,1890,7703.0,,6393.0,,1310.0,,7324,7324,5478,5442,1846,1882,3150158
2227,41351,3759,3759,2954,2901,805,858,3770.0,,3428.0,,342.0,,3618,3618,2831,2584,787,1034,3106804
2228,41360,4142,4142,3188,3278,954,864,3985.0,,3515.0,,470.0,,4155,4155,2981,2824,1174,1331,3150539
2229,41378,11663,11663,8987,9122,2676,2541,11531.0,,8779.0,,2752.0,,11595,11595,8718,8636,2877,2959,3106903
2230,41386,6517,6517,4271,4441,2246,2076,6440.0,,4891.0,,1549.0,,6291,6291,4046,4025,2245,2266,3150570
2231,41394,2470,2470,1980,2061,490,409,2435.0,,2254.0,,181.0,,2970,2970,2076,2007,894,963,3107000
2232,41408,3868,3868,2642,2666,1226,1202,3929.0,,3206.0,,723.0,,3784,3784,2597,2456,1187,1328,3152131
2233,41416,32303,32303,24423,25076,7880,7227,31718.0,,23259.0,,8459.0,,31761,31761,23770,23538,7991,8223,3107109
2234,41424,5862,5862,4499,4655,1363,1207,5750.0,,4593.0,,1157.0,,5711,5711,4238,4226,1473,1485,3154150
2235,41432,4467,4467,3521,3604,946,863,4387.0,,3733.0,,654.0,,4487,4487,3413,3388,1074,1099,3107208
2236,41440,3292,3292,2621,2726,671,566,3206.0,,2875.0,,331.0,,3059,3059,2482,2415,577,644,3157278
2237,41459,37215,37215,28155,29112,9060,8103,36563.0,,28717.0,,7846.0,,36023,36023,26499,26300,9524,9723,3107307
2238,41467,6533,6533,5321,5454,1212,1079,6393.0,,5227.0,,1166.0,,6566,6566,5337,5300,1229,1266,3157336
2239,41475,38923,38923,30118,30839,8805,8084,38258.0,,28435.0,,9823.0,,38235,38235,29968,29570,8267,8665,3107406
2240,41483,4347,4347,2999,3068,1348,1279,4285.0,,3356.0,,929.0,,4364,4364,2851,2834,1513,1530,3157377
2241,41491,5908,5908,4651,4789,1257,1119,5770.0,,4863.0,,907.0,,5816,5816,4505,4508,1311,1308,3107505
2242,41505,5462,5462,3878,4018,1584,1444,5423.0,,4692.0,,731.0,,5007,5007,3481,3396,1526,1611,3157658
2243,41513,3531,3531,2830,2875,701,656,3401.0,,2844.0,,557.0,,3421,3421,2745,2691,676,730,3107604
2244,41521,6284,6284,4550,4569,1734,1715,5971.0,,4775.0,,1196.0,,5984,5984,4126,4062,1858,1922,3160454
2245,41530,5100,5100,4028,4149,1072,951,4893.0,,3939.0,,954.0,,4859,4859,3927,3828,932,1031,3107703
2246,41548,5391,5391,4177,4280,1214,1111,5206.0,,4470.0,,736.0,,4941,4941,3950,3958,991,983,3160959
2247,41556,12440,12440,9492,9790,2948,2650,12355.0,,10223.0,,2132.0,,12112,12112,9284,8860,2828,3252,3107802
2248,41564,3206,3206,2453,2479,753,727,3670.0,,3114.0,,556.0,,3546,3546,2475,2413,1071,1133,3161056
2249,41572,8920,8920,7524,7682,1396,1238,8612.0,,7539.0,,1073.0,,8612,8612,7049,7147,1563,1465,3107901
2250,41580,3179,3179,2286,2325,893,854,3152.0,,2608.0,,544.0,,3149,3149,2260,2190,889,959,3161650
2251,41599,15529,15529,11642,11766,3887,3763,15386.0,,11625.0,,3761.0,,15417,15417,11755,11503,3662,3914,3108008
2252,41602,9481,9481,7106,7205,2375,2276,9185.0,,7496.0,,1689.0,,8887,8887,6691,6543,2196,2344,3162450
2253,41610,7069,7069,5571,5660,1498,1409,6849.0,,5611.0,,1238.0,,6851,6851,5335,5322,1516,1529,3108107
2254,41629,21374,21374,16797,17049,4577,4325,20105.0,,15842.0,,4263.0,,19236,19236,15086,14962,4150,4274,3162922
2255,41637,5046,5046,3612,3727,1434,1319,5001.0,,3939.0,,1062.0,,5114,5114,3443,3338,1671,1776,3108206
2256,41645,6563,6563,5124,5221,1439,1342,6442.0,,5260.0,,1182.0,,6220,6220,4787,4625,1433,1595,3162948
2257,41653,13306,13306,10391,10651,2915,2655,13228.0,,10222.0,,3006.0,,13371,13371,10466,10458,2905,2913,3108305
2258,41661,4311,4311,3640,3724,671,587,4177.0,,3667.0,,510.0,,4164,4164,3454,3428,710,736,3102050
2259,41670,12905,12905,9764,9982,3141,2923,12774.0,,9549.0,,3225.0,,12757,12757,9686,9684,3071,3073,3108404
2260,41688,6728,6728,4697,4771,2031,1957,6745.0,,5139.0,,1606.0,,6593,6593,4335,4103,2258,2490,3102852
2261,41696,5427,5427,3840,3871,1587,1556,5298.0,,4254.0,,1044.0,,5250,5250,3594,3395,1656,1855,3108503
2262,41700,4863,4863,3466,3446,1397,1417,4842.0,,3752.0,,1090.0,,4659,4659,3228,3153,1431,1506,3104452
2263,41718,27220,27220,19553,19933,7667,7287,26682.0,,19805.0,,6877.0,,26720,26720,18777,18306,7943,8414,3108602
2264,41726,4005,4005,3147,3202,858,803,3987.0,,3418.0,,569.0,,3780,3780,2908,2751,872,1029,3106655
2265,41734,4596,4596,3259,3417,1337,1179,4596.0,,3937.0,,659.0,,4494,4494,3038,3038,1456,1456,3108701
2266,41742,8240,8240,5701,5687,2539,2553,8054.0,,6329.0,,1725.0,,7673,7673,5289,4968,2384,2705,3108255
2267,41750,4417,4417,3082,3168,1335,1249,4452.0,,3558.0,,894.0,,4313,4313,3121,3026,1192,1287,3108800
2268,41769,4422,4422,3224,3255,1198,1167,4288.0,,3559.0,,729.0,,4222,4222,3122,2980,1100,1242,3109253
2269,41777,12766,12766,9590,9904,3176,2862,12676.0,,9384.0,,3292.0,,13061,13061,9708,9686,3353,3375,3108909
2270,41785,5507,5507,4117,4128,1390,1379,5430.0,,4423.0,,1007.0,,5348,5348,3962,3821,1386,1527,3109451
2271,41793,32326,32326,26026,26309,6300,6017,30689.0,,24952.0,,5737.0,,28170,28170,22607,22610,5563,5560,3109006
2272,41807,4139,4139,2862,2835,1277,1304,4163.0,,3559.0,,604.0,,3960,3960,2649,2470,1311,1490,3111150
2273,41815,8908,8908,6789,7048,2119,1860,8775.0,,6697.0,,2078.0,,8943,8943,6844,6892,2099,2051,3109105
2274,41823,3763,3763,2619,2679,1144,1084,3770.0,,3089.0,,681.0,,3862,3862,2592,2526,1270,1336,3112059
2275,41831,8483,8483,5369,5443,3114,3040,8495.0,,5965.0,,2530.0,,8540,8540,5232,5089,3308,3451,3109204
2276,41840,4831,4831,3914,3927,917,904,4707.0,,3931.0,,776.0,,4629,4629,3719,3651,910,978,3115359
2277,41858,19057,19057,14185,14555,4872,4502,18723.0,,14586.0,,4137.0,,18521,18521,13431,12907,5090,5614,3109303
2278,41866,4411,4411,3330,3386,1081,1025,4291.0,,3659.0,,632.0,,4303,4303,3110,3067,1193,1236,3115474
2279,41874,19516,19516,14350,14560,5166,4956,19208.0,,14762.0,,4446.0,,19107,19107,13681,13302,5426,5805,3109402
2280,41882,8859,8859,6517,6604,2342,2255,8566.0,,6803.0,,1763.0,,8194,8194,5853,5791,2341,2403,3116159
2281,41890,9590,9590,7607,7748,1983,1842,9622.0,,7727.0,,1895.0,,9717,9717,7561,7460,2156,2257,3109501
2282,41904,6179,6179,4465,4520,1714,1659,6079.0,,4787.0,,1292.0,,5915,5915,4235,4134,1680,1781,3117836
2283,41912,3537,3537,2876,2906,661,631,3600.0,,3029.0,,571.0,,3514,3514,2762,2754,752,760,3109600
2284,41920,6592,6592,5565,5546,1027,1046,6442.0,,5582.0,,860.0,,6142,6142,5136,5062,1006,1080,3117876
2285,41939,9710,9710,7851,8019,1859,1691,9484.0,,7534.0,,1950.0,,9427,9427,7618,7561,1809,1866,3109709
2286,41947,5254,5254,4296,4411,958,843,5165.0,,4519.0,,646.0,,5171,5171,4235,4212,936,959,3119955
2287,41955,2415,2415,1886,1895,529,520,2323.0,,2149.0,,174.0,,2202,2202,1650,1589,552,613,3109808
2288,41963,4809,4809,3391,3423,1418,1386,4819.0,,3827.0,,992.0,,4887,4887,3260,3226,1627,1661,3120151
2289,41971,8720,8720,7029,7052,1691,1668,8606.0,,6924.0,,1682.0,,8371,8371,6596,6526,1775,1845,3109907
2290,41980,4257,4257,2858,2858,1399,1399,4253.0,,3431.0,,822.0,,4205,4205,3073,2843,1132,1362,3120839
2291,41998,34242,34242,26972,27195,7270,7047,33493.0,,26061.0,,7432.0,,33679,33679,26805,26300,6874,7379,3110004
2292,42005,6375,6375,4657,4800,1718,1575,6095.0,,4957.0,,1138.0,,6072,6072,4259,4169,1813,1903,3120870
2293,42013,4142,4142,3322,3376,820,766,4106.0,,3516.0,,590.0,,3914,3914,3044,2969,870,945,3110103
2294,42021,6872,6872,5345,5352,1527,1520,6604.0,,5203.0,,1401.0,,6092,6092,4607,4537,1485,1555,3121258
2295,42030,4581,4581,3767,3786,814,795,4475.0,,3964.0,,511.0,,4216,4216,3470,3416,746,800,3110202
2296,42048,3570,3570,2720,2748,850,822,3574.0,,3081.0,,493.0,,3401,3401,2437,2357,964,1044,3122470
2297,42056,10973,10973,8519,8670,2454,2303,10947.0,,8353.0,,2594.0,,11047,11047,8665,8639,2382,2408,3110301
2298,42064,3527,3527,2642,2667,885,860,3526.0,,3167.0,,359.0,,3233,3233,2511,2430,722,803,3126950
2299,42072,2994,2994,2553,2611,441,383,2932.0,,2758.0,,174.0,,3418,3418,2573,2532,845,886,3110400
2300,42080,5074,5074,3196,3228,1878,1846,5056.0,,3617.0,,1439.0,,5047,5047,3007,2876,2040,2171,3127073
2301,42099,18312,18312,13860,14197,4452,4115,17643.0,,13142.0,,4501.0,,17215,17215,13059,13019,4156,4196,3110509
2302,42102,4526,4526,3514,3504,1012,1022,4435.0,,3791.0,,644.0,,4333,4333,3240,3136,1093,1197,3127339
2303,42110,21966,21966,16783,17175,5183,4791,21372.0,,15602.0,,5770.0,,21379,21379,16411,16327,4968,5052,3110608
2304,42129,3772,3772,3118,3098,654,674,3695.0,,3282.0,,413.0,,3662,3662,2852,2680,810,982,3127354
2305,42137,10268,10268,7819,7903,2449,2365,10301.0,,7958.0,,2343.0,,10319,10319,7851,7743,2468,2576,3110707
2306,42145,2899,2899,2284,2325,615,574,2717.0,,2491.0,,226.0,,3031,3031,2215,2134,816,897,3127370
2307,42153,3389,3389,2280,2285,1109,1104,3450.0,,2746.0,,704.0,,3394,3394,2329,2202,1065,1192,3110806
2308,42161,4133,4133,3234,3282,899,851,4131.0,,3419.0,,712.0,,3871,3871,2911,2867,960,1004,3127388
2309,42170,12537,12537,9647,9825,2890,2712,12345.0,,9431.0,,2914.0,,12188,12188,9315,9113,2873,3075,3110905
2310,42188,4909,4909,3972,4101,937,808,4888.0,,4351.0,,537.0,,4674,4674,3766,3720,908,954,3128253
2311,42196,16841,16841,13214,13542,3627,3299,16829.0,,13440.0,,3389.0,,16623,16623,13253,13226,3370,3397,3111002
2312,42200,5950,5950,4008,3909,1942,2041,5880.0,,4408.0,,1472.0,,5968,5968,3930,3769,2038,2199,3129657
2313,42218,14762,14762,11007,11510,3755,3252,14803.0,,11229.0,,3574.0,,15209,15209,11110,11075,4099,4134,3111101
2314,42226,5346,5346,4258,4368,1088,978,5238.0,,4796.0,,442.0,,5984,5984,4251,4165,1733,1819,3130556
2315,42234,39977,39977,30342,31211,9635,8766,40021.0,,28862.0,,11159.0,,40114,40114,30362,30051,9752,10063,3111200
2316,42242,6283,6283,4248,4474,2035,1809,6290.0,,4871.0,,1419.0,,6235,6235,4003,3980,2232,2255,3130655
2317,42250,10111,10111,7777,7856,2334,2255,10016.0,,8320.0,,1696.0,,10112,10112,7690,7476,2422,2636,3111309
2318,42269,8361,8361,6096,6064,2265,2297,8161.0,,6433.0,,1728.0,,8025,8025,5417,5256,2608,2769,3135357
2319,42277,6374,6374,4973,5034,1401,1340,6303.0,,5415.0,,888.0,,5769,5769,4525,4388,1244,1381,3111408
2320,42285,5958,5958,3717,3789,2241,2169,5844.0,,4060.0,,1784.0,,5698,5698,3326,3219,2372,2479,3135456
2321,42293,10479,10479,7364,7512,3115,2967,10401.0,,7587.0,,2814.0,,10448,10448,7371,7279,3077,3169,3111507
2322,42307,3802,3802,2631,2560,1171,1242,3784.0,,2962.0,,822.0,,3903,3903,2639,2483,1264,1420,3136520
2323,42315,20751,20751,15683,15948,5068,4803,20556.0,,15852.0,,4704.0,,20723,20723,15369,15301,5354,5422,3111606
2324,42323,4250,4250,2801,2861,1449,1389,4297.0,,3288.0,,1009.0,,4308,4308,2711,2631,1597,1677,3136553
2325,42331,4326,4326,3588,3656,738,670,4296.0,,3792.0,,504.0,,4199,4199,3401,3394,798,805,3111705
2326,42340,2756,2756,2342,2377,414,379,2657.0,,2501.0,,156.0,,2509,2509,2119,2135,390,374,3164431
2327,42358,8821,8821,6658,6861,2163,1960,8882.0,,6984.0,,1898.0,,8927,8927,6408,6360,2519,2567,3111804
2328,42366,5567,5567,3849,3970,1718,1597,5599.0,,4475.0,,1124.0,,5402,5402,3795,3781,1607,1621,3164472
2329,42374,4772,4772,3884,3950,888,822,4755.0,,4083.0,,672.0,,4711,4711,3861,3800,850,911,3111903
2330,42382,3967,3967,3042,3092,925,875,3910.0,,3247.0,,663.0,,3900,3900,2879,2862,1021,1038,3166956
2331,42390,12161,12161,9317,9612,2844,2549,12102.0,,9211.0,,2891.0,,12148,12148,9160,9181,2988,2967,3112000
2332,42404,9009,9009,5801,5934,3208,3075,9019.0,,6462.0,,2557.0,,8510,8510,5291,5176,3219,3334,3165552
2333,42412,4316,4316,3424,3507,892,809,4232.0,,3524.0,,708.0,,4318,4318,3365,3247,953,1071,3112109
2334,42420,3657,3657,2823,2878,834,779,3543.0,,3188.0,,355.0,,3257,3257,2477,2439,780,818,3168051
2335,42439,4463,4463,3710,3735,753,728,4414.0,,3925.0,,489.0,,4347,4347,3528,3484,819,863,3112208
2336,42447,2989,2989,2454,2485,535,504,2958.0,,2722.0,,236.0,,2904,2904,2348,2263,556,641,3170438
2337,42455,29480,29480,21711,22276,7769,7204,28148.0,,20990.0,,7158.0,,27826,27826,19721,19467,8105,8359,3112307
2338,42463,3480,3480,2557,2585,923,895,3451.0,,2988.0,,463.0,,3213,3213,2352,2283,861,930,3170479
2339,42471,5717,5717,4186,4250,1531,1467,5734.0,,4402.0,,1332.0,,5841,5841,4122,4095,1719,1746,3112406
2340,42480,4206,4206,3155,3191,1051,1015,4174.0,,3527.0,,647.0,,4036,4036,2944,2956,1092,1080,3170651
2341,42498,8150,8150,6629,6694,1521,1456,7946.0,,6611.0,,1335.0,,7912,7912,6526,6436,1386,1476,3112505
2342,42501,6559,6559,5092,5175,1467,1384,5887.0,,5063.0,,824.0,,5629,5629,4340,4224,1289,1405,3170750
2343,42510,11538,11538,8929,9220,2609,2318,11336.0,,8800.0,,2536.0,,11311,11311,8741,8612,2570,2699,3112604
2344,42528,6924,6924,4880,4880,2044,2044,6979.0,,5467.0,,1512.0,,6754,6754,4623,4494,2131,2260,3171030
2345,42536,12472,12472,9422,9556,3050,2916,12312.0,,9924.0,,2388.0,,12395,12395,9182,8909,3213,3486,3112703
2346,42544,5092,5092,3765,3849,1327,1243,5012.0,,4199.0,,813.0,,4946,4946,3599,3517,1347,1429,3171071
2347,42552,7862,7862,6032,6239,1830,1623,7556.0,,5985.0,,1571.0,,7465,7465,5612,5543,1853,1922,3112802
2348,42560,4779,4779,3800,3854,979,925,4696.0,,3949.0,,747.0,,4718,4718,3694,3584,1024,1134,3171154
2349,42579,8083,8083,6407,6658,1676,1425,8003.0,,6908.0,,1095.0,,7812,7812,6118,6033,1694,1779,3112901
2350,42587,3970,3970,3339,3407,631,563,3880.0,,3402.0,,478.0,,3872,3872,3194,3214,678,658,3169059
2351,42595,14999,14999,9836,9845,5163,5154,14675.0,,10099.0,,4576.0,,14831,14831,9365,9209,5466,5622,3113008
2352,42617,3208,3208,2649,2650,559,558,3174.0,,2825.0,,349.0,,3132,3132,2544,2497,588,635,3113107
2353,42633,20419,20419,17180,17385,3239,3034,20050.0,,17164.0,,2886.0,,19984,19984,16703,16539,3281,3445,3113206
2354,42650,25353,25353,18967,19225,6386,6128,25588.0,,18915.0,,6673.0,,25175,25175,18146,17884,7029,7291,3113305
2355,42676,65233,65233,48450,49704,16783,15529,65142.0,,48195.0,,16947.0,,61849,61849,45286,44427,16563,17422,3113404
2356,42692,8012,8012,5803,5897,2209,2115,7926.0,,6131.0,,1795.0,,7924,7924,5481,5358,2443,2566,3113503
2357,42714,5083,5083,4014,4043,1069,1040,5004.0,,4165.0,,839.0,,4963,4963,3868,3774,1095,1189,3113602
2358,42730,16606,16606,11261,11304,5345,5302,16491.0,,11617.0,,4874.0,,16585,16585,10891,10367,5694,6218,3113701
2359,42757,2408,2408,1805,1846,603,562,2265.0,,1941.0,,324.0,,2218,2218,1563,1526,655,692,3113800
2360,42773,9608,9608,7281,7400,2327,2208,9558.0,,7435.0,,2123.0,,9628,9628,7313,7141,2315,2487,3113909
2361,42790,9946,9946,7890,7957,2056,1989,9923.0,,8078.0,,1845.0,,10056,10056,7958,7778,2098,2278,3114006
2362,42811,10019,10019,7876,8017,2143,2002,9949.0,,7795.0,,2154.0,,9988,9988,7819,7758,2169,2230,3114105
2363,42838,18681,18681,15417,15576,3264,3105,18088.0,,14396.0,,3692.0,,17938,17938,14870,14800,3068,3138,3114204
2364,42854,22807,22807,16799,17718,6008,5089,22351.0,,17258.0,,5093.0,,22464,22464,16351,16439,6113,6025,3114303
2365,42870,15770,15770,12344,12552,3426,3218,15547.0,,12032.0,,3515.0,,15667,15667,12134,11975,3533,3692,3114402
2366,42897,14147,14147,11591,11898,2556,2249,14053.0,,11667.0,,2386.0,,13235,13235,10808,10805,2427,2430,3114501
2367,42919,3495,3495,2759,2819,736,676,3424.0,,2848.0,,576.0,,3296,3296,2623,2540,673,756,3114600
2368,42935,3267,3267,2668,2719,599,548,3208.0,,2817.0,,391.0,,3088,3088,2539,2576,549,512,3114709
2369,42951,4040,4040,3262,3338,778,702,3972.0,,3476.0,,496.0,,3982,3982,3087,3012,895,970,3114808
2370,42978,2547,2547,2220,2230,327,317,2707.0,,2537.0,,170.0,,2518,2518,2028,2012,490,506,3114907
2371,42994,3522,3522,2673,2700,849,822,3424.0,,3071.0,,353.0,,3164,3164,2482,2340,682,824,3115003
2372,43010,14341,14341,10471,10855,3870,3486,14118.0,,10335.0,,3783.0,,14276,14276,10282,10278,3994,3998,3115102
2373,43036,3690,3690,3075,3061,615,629,3665.0,,3309.0,,356.0,,3592,3592,2962,2839,630,753,3115201
2374,43052,53820,53820,41534,41869,12286,11951,53424.0,,39807.0,,13617.0,,54268,54268,41604,40918,12664,13350,3115300
2375,43079,3860,3860,3027,3021,833,839,3801.0,,3415.0,,386.0,,3776,3776,2965,2653,811,1123,3115409
2376,43095,18108,18108,13141,13442,4967,4666,17871.0,,12650.0,,5221.0,,18200,18200,13220,13062,4980,5138,3115508
2377,43117,1291,1291,951,943,340,348,1288.0,,1147.0,,141.0,,1275,1275,908,876,367,399,3115607
2378,43133,5993,5993,4216,4336,1777,1657,6033.0,,4884.0,,1149.0,,5919,5919,4309,4217,1610,1702,3115706
2379,43150,7360,7360,5833,5996,1527,1364,7235.0,,6250.0,,985.0,,7030,7030,5502,5444,1528,1586,3115805
2380,43176,3623,3623,3080,3034,543,589,3428.0,,3141.0,,287.0,,2649,2649,2260,2242,389,407,3115904
2381,43192,5237,5237,4209,4356,1028,881,5299.0,,4659.0,,640.0,,4959,4959,3844,3763,1115,1196,3116001
2382,43214,9393,9393,5799,5903,3594,3490,9386.0,,6611.0,,2775.0,,9796,9796,5641,5390,4155,4406,3116100
2383,43230,2933,2933,2413,2399,520,534,2965.0,,2670.0,,295.0,,2689,2689,2273,2203,416,486,3116209
2384,43257,5789,5789,3937,4098,1852,1691,5790.0,,4596.0,,1194.0,,5764,5764,3647,3654,2117,2110,3116308
2385,43273,4578,4578,3665,3799,913,779,4579.0,,3801.0,,778.0,,4626,4626,3639,3650,987,976,3116407
2386,43290,7485,7485,5895,5952,1590,1533,7460.0,,6466.0,,994.0,,6961,6961,5521,5294,1440,1667,3116506
2387,43311,21791,21791,17912,18227,3879,3564,20960.0,,17136.0,,3824.0,,20612,20612,16855,16828,3757,3784,3116605
2388,43338,6343,6343,5304,5428,1039,915,6187.0,,5379.0,,808.0,,6098,6098,5145,5177,953,921,3116704
2389,43354,6839,6839,4789,4845,2050,1994,6814.0,,4985.0,,1829.0,,6958,6958,4689,4567,2269,2391,3116803
2390,43370,2830,2830,2106,2218,724,612,2842.0,,2467.0,,375.0,,2569,2569,1928,1903,641,666,3116902
2391,43397,6796,6796,4702,4747,2094,2049,6799.0,,4935.0,,1864.0,,6862,6862,4453,4403,2409,2459,3117009
2392,43419,8077,8077,6441,6466,1636,1611,7845.0,,6284.0,,1561.0,,7951,7951,6253,6230,1698,1721,3117108
2393,43435,2699,2699,2180,2235,519,464,2729.0,,2463.0,,266.0,,2638,2638,2091,2078,547,560,3117207
2394,43451,19641,19641,15155,15552,4486,4089,19146.0,,15194.0,,3952.0,,19467,19467,14502,14531,4965,4936,3117306
2395,43478,4205,4205,3298,3365,907,840,4205.0,,3649.0,,556.0,,3860,3860,2966,2955,894,905,3117405
2396,43494,18123,18123,13309,13481,4814,4642,17088.0,,12803.0,,4285.0,,16343,16343,11384,11193,4959,5150,3117504
2397,43516,5117,5117,4027,4137,1090,980,5082.0,,4234.0,,848.0,,5066,5066,3952,3884,1114,1182,3117603
2398,43532,10387,10387,7987,8072,2400,2315,10298.0,,8090.0,,2208.0,,10452,10452,7960,7793,2492,2659,3117702
2399,43559,8628,8628,7345,7449,1283,1179,8366.0,,7385.0,,981.0,,8173,8173,7031,7039,1142,1134,3117801
2400,43575,9337,9337,7653,7831,1684,1506,8928.0,,7864.0,,1064.0,,8622,8622,7130,7140,1492,1482,3117900
2401,43591,42200,42200,35171,35416,7029,6784,41190.0,,34529.0,,6661.0,,40791,40791,34477,34022,6314,6769,3118007
2402,43613,4227,4227,2960,3021,1267,1206,4171.0,,3204.0,,967.0,,4151,4151,2821,2754,1330,1397,3118106
2403,43630,5422,5422,4400,4481,1022,941,5455.0,,4651.0,,804.0,,5309,5309,4239,4253,1070,1056,3118205
